period,k_hat,c_hat,z_hat,xi_hat,gdp_growth_level,gdp_growth_vol,ulc_growth_level,ulc_growth_vol,inflation_level,inflation_vol,unemp_level,unemp_vol,spread_level,spread_vol,countrycode,pad_1,pad_2,pad_3,pad_4,pad_5
2019Q4,0.0016792797376196378,-0.022087674304147598,-0.01134176406836852,-0.2720852605893492,0.0005711752934745018,0.0036152319507665623,0.01172686051600036,0.0037498975553648803,-0.0008720441162725079,0.0051124700248016425,3.351833,0.29901849968654265,0.18928510000000004,0.3660085603022307,NLD,0.0,0.0,0.0,0.0,0.0
1980Q1,-0.0015419742190192487,0.02718759913612523,0.013984735370519655,0.22203954278591154,-0.015188404853112347,0.01802073417516771,0.038683188245884015,0.02042386983415932,0.03532252919335832,0.011391951700678506,4.935513,0.37415035356228926,-2.4087500000000004,1.7702050834897731,NOR,0.0,0.0,0.0,0.0,0.0
1980Q2,-0.0015506984952757819,0.02413184843386773,0.014296437460289996,0.19531438902092174,-0.015188404853112347,0.01802073417516771,0.038683188245884015,0.02042386983415932,0.03532252919335832,0.011391951700678506,5.2909172,0.37415035356228926,-1.4154100000000005,1.7702050834897731,NOR,0.0,0.0,0.0,0.0,0.0
1980Q3,-0.0011565018001948868,0.019880781809170855,0.013152635971530408,0.15796236979136033,-0.013324071985848951,0.01802073417516771,0.0036935808431287263,0.02042386983415932,0.03176470961937761,0.011391951700678506,5.473307,0.37415035356228926,1.2041649999999997,1.7702050834897731,NOR,0.0,0.0,0.0,0.0,0.0
1980Q4,-0.00040807270678788754,0.015020751572516033,0.010521913926792775,0.11539526187613414,0.015896247501072658,0.01802073417516771,0.029426411088118054,0.02042386983415932,0.022805133729205673,0.011391951700678506,5.5917466000000005,0.37415035356228926,-2.1745849999999995,1.7702050834897731,NOR,0.0,0.0,0.0,0.0,0.0
1981Q1,0.0004428392022435279,0.010254639935086018,0.006538897905439614,0.07509018444626077,0.017897011626214487,0.01802073417516771,0.015266884831624417,0.02042386983415932,0.050167224080267525,0.011391951700678506,5.8022974000000005,0.41663765753018167,-3.4733349999999987,1.8987196313464403,NOR,0.0,0.0,0.0,0.0,0.0
1981Q2,0.0011358792234086312,0.006281547894392503,0.0013392149842940682,0.04454622458512624,0.0030686843137288644,0.015625990776106862,0.021328635563743648,0.018081387789538272,0.028662420382165488,0.010266607033300236,5.8976688,0.45973428182956494,-3.349170000000001,1.8452860087893757,NOR,0.0,0.0,0.0,0.0,0.0
1981Q3,0.0014183066153428125,0.0037552396170337232,-0.004925981666391355,0.03079839816653804,-0.009233587490893425,0.014668046421447147,0.024414009128701508,0.016918664117140197,0.02786377708978338,0.009491375222594717,6.0124534,0.47335175001898067,-3.48208,1.8082599039409581,NOR,0.0,0.0,0.0,0.0,0.0
1981Q4,0.0012181576546128614,0.002430216640076921,-0.01165527907946437,0.031259663253635384,-0.00018739223871011568,0.013390041717610766,0.0231966934522842,0.015842213959139206,0.012048192771084265,0.011678184254443221,6.4406334,0.5484407843683407,-0.4683299999999999,1.8291718968610486,NOR,0.0,0.0,0.0,0.0,0.0
1982Q1,0.0006440691185987113,0.0011632968137273991,-0.0177930887429662,0.03372951249035269,0.005922704942198154,0.012581505697594997,0.019184789726201468,0.013094900292557202,0.045635119047618966,0.012174637101324942,6.702073799999999,0.5576552661252779,0.381112333333333,1.9177203038301198,NOR,0.0,0.0,0.0,0.0,0.0
1982Q2,-0.00018819282722537523,-0.0012291485781723566,-0.022256924690893118,0.025570761386709846,7.45295280530911e-05,0.010887393828735945,0.011255431352531986,0.012715678347225961,0.020872481807878485,0.012637707871078603,7.167291199999999,0.6502967090879461,0.16833333333333242,1.952701306275809,NOR,0.0,0.0,0.0,0.0,0.0
1982Q3,-0.0011630214152724694,-0.005885234300672337,-0.02399207852982113,-0.005417532586530147,-0.00021943171189930943,0.008983326778157547,0.011130447284886602,0.013210728822548071,0.026022495543214674,0.012684673453346644,7.6546094,0.7640332478781149,1.126224333333333,1.8855161088958559,NOR,0.0,0.0,0.0,0.0,0.0
1982Q4,-0.002159099915261642,-0.012878763633743517,-0.022824591108410272,-0.06093386684495926,0.0023625145085419685,0.007627863846792852,0.012501088614540301,0.009992228284736955,0.01902173913043481,0.013025639701197491,8.055159399999999,0.8606529471272426,1.676723333333334,1.5612056134389913,NOR,0.0,0.0,0.0,0.0,0.0
1983Q1,-0.0030487923663511385,-0.021216318318701965,-0.019460168046255014,-0.13215492600679274,0.026101991102159605,0.010138378480265295,0.0038543987551178105,0.011408738632960552,0.02844453333333341,0.009795597177126386,8.0038294,0.8703205211107716,2.3306643333333343,1.6471070258486105,NOR,0.0,0.0,0.0,0.0,0.0
